Date,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Sprayed,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,MD,BR,HZ,RA,TSRA,VCTS,FU,TS,DZ,BCFG,FG+,MIFG,FG,SQ,SN,VCFG,GR
2007-08-07,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,1,1,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,6,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,1,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T035,41.836644,-87.677737,4,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T035,41.836644,-87.677737,1,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T036,41.837085,-87.729384,2,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T039,41.911824,-87.726737,18,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T039,41.911824,-87.726737,6,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T060,41.823065,-87.678378,1,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,13,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,9,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,29,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,4,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,7,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T067,41.759346,-87.745602,4,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T067,41.759346,-87.745602,2,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,5,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T070,41.797616,-87.797894,5,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,18,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,9,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,39,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,3,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,45,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T075,41.799282,-87.585487,7,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T075,41.799282,-87.585487,9,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,2,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,1,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,2,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,2,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,1,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T081,41.821582,-87.627796,8,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T081,41.821582,-87.627796,2,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T081,41.821582,-87.627796,7,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,16,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,8,1,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,5,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,9,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,21,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,9,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,1,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,4,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T097,41.644612,-87.604498,18,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T097,41.644612,-87.604498,26,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T099,41.733643,-87.55551,1,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T099,41.733643,-87.55551,4,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T100,41.717753,-87.531657,13,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T100,41.717753,-87.531657,10,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,25,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,1,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,35,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T027,41.984809,-87.728492,11,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T027,41.984809,-87.728492,1,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T157,41.825902,-87.667827,1,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-07,CULEX PIPIENS/RESTUANS,T157,41.825902,-87.667827,1,0,0,91.5,72.5,82.5,9.0,73.0,76.0,0.0,17.5,4.85,19.066666666666666,0.0,0.0,0.685,29.085,29.75,6.25,24.5,8.9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,30,1,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,50,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,40,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,45,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,50,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,30,1,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,49,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,44,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,37,1,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,50,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,2,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,32,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,50,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,8,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,50,1,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T107,41.729669,-87.582699,10,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T107,41.729669,-87.582699,9,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,49,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,31,1,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,16,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,50,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,18,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,41,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,46,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,42,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,49,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,46,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,2,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,50,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,10,0,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-08,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,50,1,0,87.0,73.5,80.5,7.0,71.5,73.5,0.0,15.5,4.866666666666667,19.05,0.0,0.0,0.075,29.155,29.82,2.25,3.5,6.65,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2007-08-09,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,8,0,0,84.5,72.5,78.5,5.0,71.0,73.0,0.0,13.5,4.883333333333333,19.033333333333335,0.0,0.0,0.255,29.16,29.83,2.8,28.0,6.15,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-09,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,5,0,0,84.5,72.5,78.5,5.0,71.0,73.0,0.0,13.5,4.883333333333333,19.033333333333335,0.0,0.0,0.255,29.16,29.83,2.8,28.0,6.15,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-08-09,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,11,0,0,84.5,72.5,78.5,5.0,71.0,73.0,0.0,13.5,4.883333333333333,19.033333333333335,0.0,0.0,0.255,29.16,29.83,2.8,28.0,6.15,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
